title,description,posted_date,price,partitioning,surface,floor,rooms,terrace,parking,cellar,source_offer,neighborhood,posted_date_month,price_sqm
"apartament decomandat cu 4 camere în manastur,zona omw, ...","koncept imobiliare va propune spre inchiriere un apartament cu 4 camere decomandate calea floresti. suprafata utila a acestuia de 85mp este compartimentata dupa cum urmeaza: 3 dormitoare,1 living, 1 bucatarie, 2 bai, 1 bolcon , 2 locuri de parcare. apartamentul se inchiriaza complet utilat si mobilat, dispunand de centrala termica proprie, plita pe gaz, cuptor electric,masina de spalat vase, cuptor cu microunde,masina de spalat haine, tv  si se preteaza pentru o familie. pentru informatii suplimentare, programarea unei vizionari sau pentru a va prezenta oferta noastra completa, nu ezitati sa ne contactati telefonic, prin e-mail sau la sediul agentiei noastre de pe str. napoca nr. 10.confort: 1tip imobil: bloc de apartamentenumăr băi: 2posibilitate parcare: danr. locuri parcare: 2",2019-09-06,550.0,decomandat,85.0,3,4.0,False,True,False,unknown,manastur,9,6.470588235294118
"apartament 2 camere decomandate, cinema marasti","smart imobiliare va ofera spre inchiriat un apartament cu 2 camere decomandat situat in marasti, pe strada trotusului. apartamentul are 50 mp , este compus din 2 camere decomandate, hol, bucatarie, baie si balcon. apartamentul este situat la etajul 2 intr-un bloc reabilitat termic. este finisat, mobilat si utilat complet.",2019-09-06,400.0,decomandat,50.0,2,2.0,True,False,False,unknown,marasti,9,8.0
"semicentral, pe str. horea, et.1 va asteapta acest aparta...","va recomand spre inchiriere acest apartament situat intr-un bloc excelent intretinut, la 5 minute de p-ta m. viteazu.accesul in imobil se face pe baza de interfon si este situat langa sinagoga; apartamentul are foarte multe spatii vitrate 2 holuri intrare, 1 baie foarte generoasa, 1 debara, 1 bucatarie cu zona de luat masa - 2 dormitoare separate si un balcon orientat spre vest.apartamentul este recent renovat, mobilierul este nou, bucataria executata la comanda, masina de spalat vase, plita, cuptor, frigider, toate incorporate.  - totul la prima inchiriere.confort: 1tip imobil: bloc de apartamentenumăr băi: 1posibilitate parcare: nu",2019-09-06,550.0,semidecomandat,84.0,2,2.0,True,True,False,unknown,centru,9,6.5476190476190474
apartament  2 camere pe str herculane,"intermediem inchirierea unui ap de 2 camere , superfinisat cu loc de parcare,  etaj 8/10",2019-09-06,400.0,semidecomandat,47.0,8,2.0,False,True,False,unknown,gheorgheni,9,8.51063829787234
"apartament 3 camere lux,imobil nou, gheorgheni, zona iulius mall+garaj","residence imobiliare va ofera spre inchiriere un apartament situat la etajul 6 intr-un imobil nou din cluj-napoca, cartierul gheorgheni, zona iulius mall.. apartamentul are o suprafata de 74 mp si este semidecomandat, compartimentat intr-o bucatarie open space cu living-ul mobilat modern, doua dormitoare cu pat matrimonial, doua bai si un balcon. se ofera spre inchiriere complet mobilat si utilat si dispune de parcare subterana inclusa in pret. este ideal pentru o familie sau doua persoane si este disponibil imediat!",2019-09-06,800.0,semidecomandat,74.0,6,3.0,True,True,False,real estate agency,centru,9,10.81081081081081
"garsoniera zorilor, 15 min umf","welt imobiliare va propune spre inchiriere garsoniera in cartierul zorilor.garsoniera are o suprafata de 24 mp si este compusa din 1 camera, 1 bucatarie, 1 baie, fiind situata la etajul 1 al unui imobil cu 4 etaje.se inchiriaza mobilata si utilata.pentru mai multe detalii si/sau vizionari nu ezitati sa ne contactati!id intern: p6671",2019-09-18,280.0,semidecomandat,24.0,1,1.0,False,False,False,real estate agency,zorilor,9,11.666666666666666
apartament 3 camere semidecomadnat 2 dormitoare central,"va propunem spre inchiriere un apartament de 3 camere semidecomandat,format din 1 bucatarie,1 living,1 camera de zii,1 dormitor,1 grup sanitar+spatii depozitare.apartamentul se inchiriaza mobilat si utilat complet,oferind un confort sporit.dispune de:ct,electrocasnice,geamuri termopan,usa metalica,pvc+loc de parcare.este amplasat in imediata vecinatate a principalelor puncte de interes din zona centrala.se preteaza pentru un grup de persoane,pentru un cuplu dar si pentru familii.pentru mai multe detalii si oferte,contactati-ne.id:r412",2019-09-04,450.0,semidecomandat,67.0,4,3.0,False,True,False,real estate agency,centru,9,6.7164179104477615
"inchiriere apartament 2 camere, semidecomandat, zona iulius mall, intr","id oferta: p3602homeward imobiliare va propune spre inchiriere un apartament deosebit cu 2 camere semidecomandat 45 mp, situat in zona iulius mall, intre lacuri.apartamentul este pozitionat la parterul unui imobil cu 2 etaje.in ceea ce priveste compartimentarea acesta este semidecomandat avand urmatoarele caracteristici: doua camere, o bucatarie, o baie.locuinta beneficiaza de: termopane parchet gresie faianta centrala proprie usa metalica la intrare.apartamentul este complet mobilat si utilat cu frigider, masina de spalat haine, tv, aer conditionat si parcare.parerea agentului: apartament deosebit , utilat si mobilat modern, situat intr-o locatie linistita dar totodata si utila a orasuluiin cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3602",2019-09-06,450.0,semidecomandat,45.0,ground floor,2.0,False,True,False,real estate agency,gheorgheni,9,10.0
2 camere  maestro business center + loc de parcare,"suiradiv imobiliare vă oferă spre închiriere un apartament situat într-un imobil nou în zona străzii b-ul 21 decembrie 1989. acesta este compus din 2 camere semidecomandate, (1 dormitor,  living  + bucătărie) și 1 baie, 1 balcon.  apartamentul este complet mobilat si utilat și dispune de centrală termică proprie, aer condiționat. apartamentul se află în apropierea punctelor de interes și a mijloacelor de transport în comun. acesta deține loc de parcare subteran.id client 534alege suiradiv pentru un nou început!",2019-09-06,520.0,semidecomandat,48.0,nan,2.0,True,True,False,real estate agency,not found,9,10.833333333333334
"pf inchiriez apartament 2 camere grigorescu, pe malul somesului, b-dul 1 decembrie, ultrafinisat","pf inchiriez apartament 2 camere grigorescu, pe malul somesului, b-dul 1 decembrie, ultrafinisat, 450 eur",2019-09-06,450.0,decomandat,54.0,nan,2.0,False,False,False,owner,grigorescu,9,8.333333333333334
inchiriez garsonera confort 2,inchiriez garsonera confort 2 strada beiusului 68-70 etaj 4 din 4,2019-09-24,169.06170752324599,,22.0,4,1.0,False,False,False,owner,not found,9,7.684623069238454
2 camere lângă iulius mall + loc de parcare,"suiradiv imobiliare vă oferă spre închiriere un apartament situat într-un imobil nou în cartierul rezidențial viva city. acesta este compus din 2 camere semidecomandate, (1 dormitor + living) 1 bucătărie și 1 baie, 1 balcon.  apartamentul este complet mobilat si utitilat ce dispune de centrală termică proprie, aer condiționat. apartamentul se află în apropierea punctelor de interes și a mijloacelor de transport în comun. acesta deține loc de parcare.id client 449alege suiradiv pentru un nou început!",2019-09-06,450.0,semidecomandat,38.0,2,2.0,True,True,False,real estate agency,gheorgheni,9,11.842105263157896
"apartament 2 camere nou, 60 mp, imobil nou, calea turzii + garaj","residence imobiliare va ofera spre inchiriere un apartament nou situat la etajul 5 intr-un imobil nou din cluj-napoca, cartierul zorilor, zona calea turzii, omv. apartamentul are o suprafata de 60 mp si este semidecomandat, compartimentat intr-o bucatarie utilata complet, deschisa cu un living spatios cu zona de dining, canapea extensibila si zona de dressing, un dormitor cu pat matrimonial si o baie ultrafinisata. locuinta are o terasa spatioasa de 16 mp spre care se face accesul din toate incaperile. se ofera spre inchiriere complet mobilat si utilat si dispune de parcare subterana inclusa in pretul de inchiriere.este ideal pentru un cuplu sau o singura persoana si este disponibil imediat!",2019-09-06,460.0,semidecomandat,60.0,5,2.0,True,True,False,real estate agency,centru,9,7.666666666666667
"apartament 3 camere decomandat, nou, marasti zona fsega","residence imobiliare va ofera spre inchiriere un apartament situat intr-un imobil din cluj-napoca, cartierul marasti, zona fsega, aproape de mijloacele de transport in comun. apartamentul are o suprafata de 66 mp si este decomandat, compartimentat in 3 camere, bucatarie, doua bai si balcon. se ofera spre inchiriere complet mobilat si utilat inclusiv smart tv. apartamentul este recent utilat si mobilat modern. locuinta este disponibila spre inchiriere imediat!",2019-09-06,699.0,decomandat,66.0,4,3.0,True,False,False,real estate agency,marasti,9,10.590909090909092
inchiriere apartament 2 camere finisaje moderne zona centrala.,id oferta: 1397homeward imobiliare va propune spre inchiriere un apartament cu 2 camere 50 mp situat in zona centrala.apartamentul este pozitionat la nivelul 4 al unui imobil cu 8 niveluri.in ceea ce priveste compartimentarea acesta este decomandat avand urmatoarele caracteristici: 1 dormitoare living+bucatarie 1 baie 1 balcon.locuinta beneficiaza de: ferestre termopan parchet gresie faianta.se inchiriaza complet mobiliat si utilat.parerea agentului: apartamentul este situat intr.o zona buna a orasului. este ideal pentru studenti sau cuplu.in cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactati .id intern: p1397,2019-09-06,400.0,,50.0,4,2.0,True,False,False,real estate agency,centru,9,8.0
"inchiriere apartament 4 camere, decomandat, manastur, zona kaufland.","id oferta: p3821homeward imobiliare va propune spre inchiriere un apartament deosebit cu 4 camere 70 mp, decomandat, manastur, zona kaufland.se preteaza perfect pentru studentii sau familie.apartamentul este pozitionat la etajul 3 al unui imobil cu 4 etaje.in ceea ce priveste compartimentarea acesta este decomandat avand urmatoarele caracteristici: 3 dormitoare, un living, o bucatarie, 2 bai si 2 balcoane.locuinta beneficiaza de: finisajele sunt de lux si este mobilat si utilat modern, avand: termopane, parchet, gresie, faianta, centrala proprie si usa metalica la intrare.apartamentul este complet mobilat si utilat cu frigider, aragaz, masina de spalat haine.parerea agentului: apartament deosebit , utilat si mobilat modern, situat intr-o locatie linistita dar totodata si utila a orasului.in cazul in care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3821",2019-09-23,520.0,decomandat,70.0,3,4.0,True,False,False,real estate agency,manastur,9,7.428571428571429
"apartament cu 4 camere de închiriat, andrei muresanu","umbrella estate va propune spre închiriere un apartament deosebit cu 4 camere, decomandate, situat în andrei mureșanu, zona piața engels.apartamentul este situat într-o casa cu doar 3 apartamente, fiecare pe câte un nivel.compartimentarea este următoarea: living, bucătărie separată (închisă), 3 dormitoare cu acces din living, 2 băi. un dormitor are baie proprie, 2 balcoane și terasă.sunt disponibile 2 locuri de parcare în garajul subteran. clădirea dispune și de spălătorie.curtea are 500 m și este amenajat un foișor comun.apartamentul se predă mobilat și utilat.se caută chiriaș serios, pe termen lung !disponibilitate din 1 octombrie 2019.nu ezitați să ne contactați pentru vizionare!",2019-09-23,700.0,decomandat,100.0,1,4.0,True,True,False,real estate agency,andrei muresanu,9,7.0
"apartament 2 camere imobil nou marasti, 66 mp, parcare","impakt imobiliare va propune spre inchiriere un apartament semidecomandat cu 2 camere in cartierul marasti!apartamentul oferit spre inchiriere are suprafata utila de 66 mp + balcon, este semidecomandat, compus din living cu bucatarie complet utilata, dormitor, baie si este situat la etajul 6 al unui imobil nou cu 6 etaje, dotat cu lift si interfon constructie noua.apartamentul este complet finisat, izolat termic, usa metalica, geamuri termopan, gresie si faianta, centrala termica individuala si se inchiriaza impreuna cu locul de parcare inclus in pret!pentru mai multe detalii sau stabilirea unei vizionari ne puteti contacta la numerele de telefon afisate!",2019-09-06,600.0,semidecomandat,66.0,6,2.0,True,True,False,real estate agency,marasti,9,9.090909090909092
"apartament 2 camere decomandate, central, zona ntt data!","mellior imobiliare va propune spre inchiriere un apartament decomandat cu 2 camere, piata mihai viteazu, zona ntt data!apartamentul se afla la etajul 4 al unui imobil cu 7 etaje, are suprafata utila de 58 mp si este compartimentat astfel: la intrarea in apartament va intampina un hol spatios dotat cu un dressing, hol care deserveste intrarii separate in baia dotata cu cada, dormitorul matrimonial, bucatarie si living. din living se face iesirea in balconul apartamentaului. finisajele sunt moderne: gresie, faianta, parchet laminat, geamuri termopan, centrala termica individuala si se inchiriaza complet mobilat si utilat.apartamentul se afla la 2 min de p-ta mihai viteazu, mijloace de transport, magazine, farmacii, banci, mc donalds.pretul chiriei este de 550 euro in care este inclus si un loc de parcare in garajul subteran.pentru mai multe informatii sunati la numarul de telefon afisat!",2019-09-06,550.0,decomandat,58.0,4,2.0,True,True,False,real estate agency,centru,9,9.482758620689655
"2 camere semidecomandate, zorilor","suiradiv imobiliare vă oferă spre închiriere un apartament situat în cartierul zorilor, aproape de facultatea de construcții și de umf. apartamentul este compus din 2 camere semidecomandate( 1 dormitor, 1 living+bucătărie), 1 baie. apartamentul are o suprafață de 49 mp, se află la etajul 3, într-un imobil finalizat în 2013. se închiriază complet mobilat și utilat. este în apropierea mijloacelor de transport în comun și a punctelor de interes.id intern 344",2019-09-06,430.0,semidecomandat,49.0,3,2.0,False,False,False,real estate agency,zorilor,9,8.775510204081632
apartament cu 2 camere pe str. corneliu coposu,"inchiriez apartament pe str. corneliu coposu, 2 camere în imobil nou, mobilat și utilat, toate sunt noi și nefolsite.apartamentul dispune de loc de parcare subteran.",2019-09-06,350.0,decomandat,55.0,nan,2.0,False,False,False,owner,not found,9,6.363636363636363
"apartament 2 camere decomandat, 60 mp, etajul 2 din 4;","beneficiaza de aceasta oferta exceptionala acum! oferta de inchiriere apartament in localitatea cluj-napoca, cartierul zorilor. apartamentul de inchiriere are 2 camere, este situat la etajul 2 din 4 etaje, iar suprafata acestuia este de 60 mp. apartamentul este confort sporit decomandat si este dotat cu centrala proprie, 1 baie, 1 balcon, faianta moderna, gresie moderna, parchet laminat. acesta are loc de parcare. imobilul mobilat si utilat modern mai are si alte dotari precum frigider, masina de spalat, aragaz, curte comuna. daca va place aceasta oferta sau pentru alte oferte nu ezitati sa ne contactati telefonic sau la sediul nostru edil, str. iuliu maniu, nr. 17, cluj-napoca.  (id:apcj304153)",2019-09-07,650.0,decomandat,60.0,2,2.0,True,True,False,real estate agency,zorilor,9,10.833333333333334
ap 1 cameră lângă facultatea de construcții,"suiradiv imobliare vă propune spre închiriere un apartament situat în cartierul zorilor, zona străzii pădurii, zona facultății de constructii, spital recuperare, sigma center. apartamentul este compus din 1 cameră, 1 baie, 1 bucătărie. apartamentul are o suprafață de 43 mp, se află  la etajul 3 într-un imobil de  3 etaje. incălzirea funcționează prin centrală termică proprie, este izolat.id intern: 342alege suiradiv, pentru un nou început!",2019-09-07,380.0,semidecomandat,43.0,3,2.0,False,False,False,real estate agency,zorilor,9,8.837209302325581
apartament de inchiriat intre lacuri,"apartament spatios si mobilat modern de inchiriat pe strada intre lacuri. foarte aproape de fsega, de iulius mall si de mijloace de transport in comun. complet utilat, intr-o zona linistita.",2019-09-08,339.0,decomandat,37.0,2,1.0,False,False,False,owner,intre lacuri,9,9.162162162162161
2 camere decomandate +loc de parcare,suiradiv imobiliare vă oferă spre închiriere un apartament situat într-un imobil nou în cartierul bună ziua . acesta este compus din 2 camere decomandate 1 bucătărie și 1 baie. apartamentul este complet mobilat si utilat și dispune de centrală termică proprie. apartamentul se află în apropierea punctelor de interes și a mijloacelor de transport în comun. acest apartament beneficiează de un loc de parcare.id client 539alege suiradiv pentru un nou început!,2019-09-08,500.0,decomandat,52.0,nan,2.0,False,True,False,real estate agency,buna ziua,9,9.615384615384615
apartament cu 1 camerea in zona centrala,"smart imobiliare inchiriaza apartament cu 1 camera in zona centrala a clujului, langa primarie. apartamentul se inchiriaza complet mobilat si utilat cum se vede in poze. acesta dispune de centrala termica proprie, usa metaliaca la intrare, parchet laminat, gresie si faianta. apartamentul este situat la parterul unei case. precizati la telefon ca ati vazut oferta cu id:3841...vezi tot numărul3841219.",2019-09-07,450.0,decomandat,31.0,ground floor,1.0,False,False,False,real estate agency,centru,9,14.516129032258064
2 camere mărăști prima închiriere + 1 loc de parcare subteran,suiradiv imobiliare vă oferă spre închiriere un apartament aflat la prima închiriere situat într-un imobil nou în cartierul mărăști. acesta este compus din 2 camere semidecomandate 1 bucătărie și 1 baie. apartamentul este complet mobilat si utilat și dispune de centrală termică proprie. apartamentul se află în apropierea punctelor de interes și a mijloacelor de transport în comun. acest apartament beneficiează de un loc de parcare.id client 352alege suiradiv pentru un nou început!,2019-09-08,440.0,semidecomandat,39.0,2,2.0,False,True,False,real estate agency,marasti,9,11.282051282051283
"prima inchiriere! apartament cu 2 camere decomandat, cartier grigoresc","capital imobiliare va propune spre inchiriere un apartament cu 2 camere decomandat situat in cartierul grigorescu, cluj-napoca. proprietatea dispune de 61 mp, iar compartimentarea este urmatoarea: 1 dormitor, 1 living (poate fi folosit ca si camera), 1 bucatarie, 1 baie si 1 balcon.pentru mai multe detalii, nu ezitati sa ne contactati!id intern: ci3052",2019-09-08,600.0,decomandat,61.0,1,2.0,True,False,False,real estate agency,grigorescu,9,9.836065573770492
"apartament 3 camere, 75 mp, bloc nou, zona clujana","agentia ava invest propune spre inchiriere un apartament cu 3 camere semidecomandat, situat la etaj intermediar intr-un imobil construit dupa anul 2010, zona strazii tabacarilor, spitalul clujana.apartamentul are 75 mp si este compus din: hol intrare,bucatarie, living, 2 dormitoare, 2 baie, terasa.se inchiriaza complet utilat si mobilat.este ocupabil imediat.detalii si vizionari la numarul de telefon 0753932458",2019-09-08,500.0,semidecomandat,75.0,nan,3.0,True,False,False,real estate agency,not found,9,6.666666666666667
inchiriere apartament cu doua camere semidecomandate in manastur,"id oferta: p3595homeward imobiliare va propune spre inchiriere un apartament deosebit cu 2 camere semidecomandat 54 mp, situat in manastur, langa kaufland.apartamentul este pozitionat la demisolul unui imobil nou construit, structurat pe 3 niveluri.in ceea ce priveste compartimentarea acesta este semidecomandat avand urmatoarele caracteristici: un dormitor, o bucatarie open--space cu livingul, o baie.nu dispune de loc de parcare, insa exista posibilitatea de a parca in zona.locuinta beneficiaza de: termopane, parchet, gresie, faianta, centrala proprie, usa metalica la intrare si o curte comuna.apartamentul este complet mobilat si utilat.imobilul este izolat din punct de vedere termic și este situat aproape de magazine, de mijloacele de transport.parerea agentului: apartamentul este pozitionat intr-o zona linistita, fiind ideal pentru un cuplu sau pentru studenti.in cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3595",2019-09-08,350.0,semidecomandat,54.0,basement,2.0,False,True,False,real estate agency,manastur,9,6.481481481481482
inchiriere apartament calea turzii,"inchiriez apartament in bloc nou, etaj i, cu living, bucatarie si dormitor, cu gresie, parchet, faianta, ct, mobilat si utilat modern. pret 350 euro plus garantie.",2019-09-08,350.0,semidecomandat,40.0,1,2.0,False,False,False,owner,andrei muresanu,9,8.75
"apartament cu 3 camere ultracentral, zona p-ta mihai vite...","koncept imobiliare va propune spre inchiriere un apartament cu 3 camere ultracentral, in zona pietei mihai viteazul. este semidecomandat, are suprafata utila de 56 mp., compartimentata astfel: living cu bucatarie open space, hol, 2 dormitoare si 2 bai. se inchiriaza complet mobilat si utilat, dispune de centrala termica proprie, combina frigorifica, plita pe gaz, cuptor electric, televizor, cuptor cu microunde si masina de spalat rufe. pentru detalii complete, pentru programarea unei vizionari sau pentru a afla oferta noastra completa, nu ezitati sa ne contactati telefonic, prin e-mail sau direct la sediul agentiei noastre de pe strada napoca nr. 10.confort: 1tip imobil: casă/vilănumăr băi: 2posibilitate parcare: nu",2019-09-08,700.0,semidecomandat,56.0,nan,3.0,False,True,False,unknown,centru,9,12.5
"închiriez apartament 3 camere, central , strada năvodari","apartamentul e situat pe strada năvodari, aproape de clădirile platinia, spitalul regina maria, office, fspac. finisat modern, luminos şi îngrijit. dotari: frigider, maşina de spălat vase, haine, aer condiţionat, plasma tv, cuptor, cuptor cu microunde, aragaz, geamuri termopan, centrala termica proprie. apart. are o scara interioara o baie si are supraf. de 70 mp .parcare pt masina în curtea interioara cu acces doar pt proprietari. ocupabil imediat.confort: 1tip imobil: bloc de apartamente",2019-09-08,550.0,semidecomandat,70.0,3,3.0,False,True,False,unknown,centru,9,7.857142857142857
"apartament 2 camere decomandat,prima inchiriere,marasti","agentie proppune spre inchiriere un apartament cu doua camere decomandat, situat intr-un imobil mic tip vila, zona strazii bucuresti. imobilul are doar 3 apartamente.apartamentul are 75 mp si este compus din: hol intrare, dressing mare, bucatarie, 2 dormitoare, baie.se inchiriaza complet utilat si mobilat cu : masina de spalat vase, cuptor , masina de spalat rufe, frigider, etc.incalzirea se face prin centrala termica proprie.apartamentul este la prima inchiriere, totul fiind nou,zona este foarte accesibila, aproape de mijlocele de transport in comun, magazine, banci, facultati.ocupabil imediat.",2019-09-08,500.0,decomandat,75.0,1,2.0,False,False,False,unknown,marasti,9,6.666666666666667
3 camere zorilor 500 euro,3 camere strada viilor -+ 500 euro. detalii celor interesati prin sms pentru vizita.,2019-09-25,500.0,decomandat,65.0,nan,3.0,False,False,False,real estate agency,zorilor,9,7.6923076923076925
"apartament 3 camere, 75mp,etaj intermediar, bloc nou,marasti","agentia ava invest propune spre inchiriere un apartament cu 3 camere semidecomandat, situat la etaj intermediar intr-un imobil construit dupa anul 2010, zona strazii tabacarilor, spitalul clujana.apartamentul are 75 mp si este compus din: hol intrare,bucatarie, living, 2 dormitoare, 2 baie, terasa.se inchiriaza complet utilat si mobilat.este ocupabil imediat.",2019-09-08,500.0,semidecomandat,75.0,5,3.0,True,False,False,unknown,marasti,9,6.666666666666667
apartament 2 camere 60mp str tautiului floresti,"persoana fizica dau in chirie apartament cu 2 dormitoare, 60mp, living spatios cu bucatarie, hol mic, baie, balcon, loc de parcare aflat intr-un bloc cu 2 etaje. apartamentul este complet mobilat si utilat cu toate electrocasnicele necesare (masina de spalat, cuptor electric samd). este situat la 10 minute de statia de autobuz (m21/m22/m26). apartamentul este ideal pentru un cuplu/familie, studenti etc. (nefumatori si fara animale de companie). pentru a va programa la vizita, va rog sa ma contactati la acest numar de telefon: 00 40 742 845 810 - , intre orele 12:00-22:00",2019-09-08,350.0,,50.0,nan,2.0,True,False,False,owner,floresti,9,7.0
inchiriere apartament cu 2 camere semidecomandat grigorescu,"capital imobiliare va propune spre inchiriere un apartament cu 2 camere semidecomandat situat in cartierul grigorescu, cluj-napoca.proprietatea dispune de 48 mp , iar compartimentarea este urmatoarea: 1 dormitor, 1 living, 1 bucatarie, 1 baie, 1 hol, 1 balcon inchis si 1 spatiu de depozitare.pentru mai multe detalii nu ezitati sa ne contactati!id intern: ci2195confort: 1tip imobil: bloc de apartamentenumăr băi: 1",2019-09-25,340.0,semidecomandat,48.0,3,2.0,True,False,False,real estate agency,grigorescu,9,7.083333333333333
garsoniera spațioasă  langa fsega si iulius mall,"inchiriem o garsoniera cocheta, finisata si mobilata , cu electrocasnice și centrala termica proprie , situata într-un imobil , la 5 min de iulius mall si la cca 2-3 min de fsega, cu statii de autobuz in imediata vecinatate a blocului la 50m. pot locui și 2 persoane de același sex deoarece există un pat de 1 persoana și o canapea extensibila. apartamentul este renovat nou si este foarte primitor.",2019-09-08,300.0,decomandat,24.0,3,1.0,False,False,False,real estate agency,gheorgheni,9,12.5
"garsonierea de inchiriat in gheorgheni, aleea detunata","persoana fizica ofer spre închiriere o garsoniera in suprafata de 28 mp plus balcon, compusa din hol, camera, bucătărie, baie, situata la etaj 9/10 pe strada detunata in gherogeni in apropiere de fsega, iulius mall si statii de autobus/troleibus. garsonierea este complet utilata (frigider, masina de spalat, aragaz) si mobilată (pat dublu 200x180 cu saltea noua de 25 cm, canapea, dulap, birou, mobiler bucatarie). balconul este inchis cu geam termopan si izolat, priveliste deosebita. garsonierea a fost zugravita in aceasta vara. pret chirie lunara 280 € + garantie la inchiriere.",2019-09-08,280.0,,28.0,nan,1.0,True,False,False,owner,gheorgheni,9,10.0
"inchiriere garsonieră str.horea ,ocupabila imediat","peroana fizica dau in chirie garsonieră str.horea ,aproape de facultatea de litete si gara ,mobilată,centrala proprie,ocupabila imediat,240€/luna,fara intermediari.",2019-09-08,240.0,semidecomandat,20.0,nan,1.0,False,False,False,owner,centru,9,12.0
pf inchiriez garsoniera comfort 3 - aleea garbau,"inchiriez garsoniera pe strada aleea garbau. garsoniera este modern finisata, mobilata la cheie. merita vasuta!!pt mai multe detalii va rog folositi doar numarul de telefon: 0740544040 - vasile",2019-09-08,150.0,,21.0,nan,1.0,False,False,False,owner,not found,9,7.142857142857143
"ap 1 cam pe bd eroilor,60 mp",proprietar dau in chirie ap 1 cam pe bd eroilor  fara centrala ..e in curs de montare,2019-09-08,600.0,,60.0,nan,2.0,False,False,False,owner,not found,9,10.0
garsoniera manastur - modern si confortabil,"inchiriem o garsoniera renovata recent finisata , utilata si mobilata modern, situata foarte aproape de mijloace de transport in comun, supermarketuri, piata agro alimentara,lângă universitatea bogdan vodă . apartamentul are balconul inchis cu termopan .",2019-09-08,280.0,,34.0,nan,1.0,True,False,False,real estate agency,manastur,9,8.235294117647058
"apartament ,vis a vis de central, 60 mp, finisat","trust imobiliare va propune spre inchiriere un apartament cu 2 camere in centru.apartamentul se afla la etajul 1 intr-o cladire vis a vis de magazinul central.este compartimentat in 2 camere cu trecere, bucatarie, hol.datorita pozitiei ultracentrala este foarte aproape de centru, de piata mihai viteazul, mijloace de transport in comun etc.mai avem disponibil si un spatiu identic chiar langa doar ca are o suprafata utila de 42 mp-pret-500 de euro.pentru mai multe detalii nu ezitati sa ne contactati.trust imobiliareconfort: luxtip imobil: bloc de apartamentenumăr băi: 1",2019-09-24,700.0,semidecomandat,55.0,1,2.0,False,False,False,real estate agency,centru,9,12.727272727272727
dau in chirie ap 2 camere pe strada nasaud,"dau in chirie apartament cu 2 camere, strada nasaud, in bloc construit dupa 2000. complet mobilat si utilat.",2019-09-08,420.0,semidecomandat,60.0,nan,2.0,False,False,False,owner,not found,9,7.0
"apartament de inchiriat, zona gara","apartament semidecomandat, mobilat, contorizat,parter ,",2019-09-08,350.0,semidecomandat,48.0,ground floor,2.0,False,False,False,owner,centru,9,7.291666666666667
închiriez garsoniera cartier manastur in zona liniștita,"garsoniera in manastur, zona linistitagarsoniera situata intr-un loc linistit si placut cu vedere spre copaci, la etajul 1 intr-un bloc ingrijit, izolat termic, de 4 etaje.. si la citeva minute de statia de tramvai si autobuse.este o locuinta luminoasa, mobilat simplu doar strictul necesar, fara fite.tel 0727880088",2019-09-07,290.0,,30.0,nan,1.0,False,False,False,owner,manastur,9,9.666666666666666
apartament 2 camere bloc nou langa iullius mall,"klar imobiliare va propune spre inchiriere apartament superb cu 2 camere, confort 1, semidecomandat, zona iullius mall. locuinta disponibila este situata intr-un imobil ce a fost construit in anul 2016, are o suprafata de 50 mp, fiind disponibil la etajul 2 din 4 si este este situat in apropiere de sta#539;iile de autobuz, #537;coal#259;, supermarket.apartamentul se inchiriaza complet mobilat, mobilierul fiind personalizat #537;i configurat adecvat spa#539;iului, integreaz#259; un design modern, dar icirc;n acela#537;i timp asigur#259; func#539;ionalitate.id intern: 1001confort: 1tip imobil: bloc de apartamentenumăr băi: 1posibilitate parcare: danr. locuri parcare: 1",2019-09-08,500.0,semidecomandat,40.0,2,2.0,False,True,False,unknown,intre lacuri,9,12.5
"apartament deosebit cu 3 camere, semidecomandat , zona zoril","id oferta: 3118homeward imobiliare va propune spre inchiriere un apartament deosebit cu 3 camere semidecomandat 65mp, cartierul zorilor. in ceea ce priveste compartimentarea aceasta este semidecomandat avand urmatoarele caracteristici: 2 camere, 1 living, 1 bucatarie, 1 baie. locuinta beneficiaza de: ferestre de termopan, parchet ,gresie, faianta, usa metalica la intrare centrala proprie, apometre, interfon. se inchiriaza complet mobilat si utilat parerea agentului: apartament mobilat modern  perfect pentru o familie sau studenti. in cazul in care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3118confort: 1tip imobil: bloc de apartamentenumăr băi: 1",2019-09-08,430.0,semidecomandat,65.0,basement,3.0,False,False,False,unknown,zorilor,9,6.615384615384615
